job_id,job_name,company_name,company_url,update_date,url,status,job_description,job_category,salary,job_type,location,management,business_trip,work_time,vacation,start_work,headcount,work_exp,education,major,language,skills,tools,certificates,other_requirements,legal_benefits,other_benefits,raw_benefits,contact_info,actively_hiring,applicants,created_at
8tfn72025-11-14,AJ6-後端/全端軟體工程師(演算法),緯穎科技服務股份有限公司,,2025-11-14,https://www.104.com.tw/job/8tfn7?jobsource=joblist_bact_n,active,"【關於團隊】
負責實驗室自動化、辦公室智慧化的開發、數位轉型等研究與發展，包括整合Data Mining, AI等技術到解決方案。是一支以創新、創造力為核心價值的軟體開發團隊，能接觸到公司內部、公司與供應商、公司與客戶之間的商業流程與資料，並且與公司內部大部分團隊深度合作，是一個學習商業模式、揮灑創意的絕佳舞台。誠摯希望能招募多元領域的武林高手與我們並肩作戰！

【工作內容】
1. 排程系統或排程演算法開發與維運
2. Web-based系統後端開發與維運
3. 線上系統問題排查與維運
4. 其他主管交辦數位化專案相關任務

【工作技能】
1. 具備排程系統開發維運或排程演算法開發相關經驗 (加分)
2. 熟悉Python程式開發，具備良好軟體架構設計能力
3. 演算法設計與實作經驗
4. 熟悉關聯性資料庫使用
5. 跨部門溝通與需求整合

【其他條件】
1.創意思考
2.學習速度快
3.善於聆聽與表達",軟體工程師、演算法工程師、Internet程式設計師,待遇面議,全職,新北市汐止區新台五路一段90號8樓,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,週休二日,不限,1人,不拘,碩士,資訊工程相關、資訊管理相關、其他數學及電算機科學相關,"英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /中等
提升英文能力
提升英文能力",軟體程式設計、機器學習、深度學習、AI,Python、RDBMS、Node.js,,,哺乳室、週休二日、家庭照顧假、勞保、健保、特別休假、員工體檢,員工紅利、年終獎金、三節獎金/禮品、交通車、醫務室、生活工作諮詢、旅遊假、生育津貼、旅遊補助、社團活動、家庭日、特約商店、健身房、員工團體保險、不用補班,"【薪酬獎金】
1. 優於市場競爭力的薪資
2. 三節獎金、員工分紅、績效獎金
3. 員工持股信託

【假期與休閒活動】
1. 每年額外給薪活力假、有薪志工假
2. 國內外旅遊補助
3. 多元活動：家庭日、部門活動、球類競賽、黑客松等
4. 多元社團：潛水社、攀岩社、羽球社、AI同好交流社等10多個社團，不定期社團聚會及活動

【健康照護】
1. 免費年度健康檢查
2. 不定期健康促進活動：減重比賽、身心健康講座與工作坊
3. 員工協助方案(EAP)：提供同仁家庭、法務、財務、長照等各類諮詢方案
4. 駐診醫師一對一諮詢服務
5. 駐點按摩服務 
6. 健身房：舒適運動環境，並提供新人及壽星免費使用
7. 哺乳室：提供安心舒適哺乳室，減輕育兒煩惱

【體貼員工】
1. 交通：免費提供交通車(北北基桃竹)、免費機車停車位
2. 團保：公司全額補助團體保險(員工本人壽險、意外、醫療險) 
3. 補助：結婚／喪葬／生育／住院補助
4. 生育獎勵：友善生育制度，提供準爸媽好禮三選一、及每胎 6 萬生育獎勵
5. 福利點數：發放大型福利網點數，生日、三節福利點數可彈性運用
6. 其他：三節福利金、免費電影票等

【與你一起穩健發展職涯】
1. 不定期主管晤談：即時調整工作計畫，溝通順暢！
2. 績效評核制度：陪你畫出職涯藍圖、展望未來
3. 免費語言課程：專業英語學習資源、多語言線上學習平台、內部TOEIC檢定
4. 七大訓練體系：包含新人訓、專業訓、管理訓等

※各項獎酬及實際福利制度依各廠區/辦公室相關規定辦理","HR
合適者將於7個工作天內主動聯繫，不合適者將不另行通知",false,11~30,2026-01-28 12:03:56.784011+00
8tfq22026-01-23,Proptech/Fintech 區塊鏈軟體工程師,九天資產管理股份有限公司,,2026-01-23,https://www.104.com.tw/job/8tfq2?jobsource=joblist_list,active,"我們正在尋找一位經驗豐富、熱衷於開發智能合約的區塊鏈工程師!
◆ 對區塊鏈及分散式帳本技術相關應用架構有深入研究與強烈興趣
◆ 參與區塊鏈應用的規劃與智能合約相關技術研究與開發
◆ 基於區塊鏈的運行機制和底層平台之架構設計和應用
◆ 協助開發基於區塊鏈技術的服務，包括後端協定/基礎架構/系統服務等相關應用

【條件要求】
◆ 熟悉Java、Node.js/Javascript、Python 程式語言開發
◆ 開發過相關 API 系統 (REST 或 GraphQL)
◆ 熟悉Solidity語言編寫智能合約、智能合約開發工具及框架（Truffle或Hardhat）
◆ 熟悉Web3.JS與客戶端的應用程序介接
◆ 熟悉SQL或NoSQL資料庫（MySQL/MariaDB、PostgreSQL、MongoDB等）的操作與使用、SQL語法撰寫
◆ 熟悉以太坊（Ethereum）公鏈、HyperLedger、驗證機制（POW、POS、PBFT等）及交易所的運作

【加分項目】
◆ 具備前端（Angular、React或Vue等JS框架）開發能力
◆ 熟悉網路程式設計、資料結構、加密演算法與HTTP/HTTPS、Websocket等相關網路通訊協定
◆ 熟悉分散儲存協議，例如IPFS、Swarm
◆ 跨鏈交易、高併發TPS底層技術已有相關經驗
◆ 交易所撮合交易系統開發建置經驗
◆ 開發 SaaS 服務經驗
◆ 熟悉 Docker 建立及管理專案
◆ 使用 AWS, Google Cloud, Azure 經驗",演算法工程師、網路管理工程師、Internet程式設計師,待遇面議,全職,台北市中山區長春路176號4樓,不需負擔管理責任,無需出差外派,"日班
09:00~18:30",週休二日,不限,2人,2年以上,專科以上,不拘,不拘,,,,,,,"◆ 勞保，健保，業績獎金，年終獎金，年假

◆ 獎金/禮品類三節禮品

薪資結構透明，視經歷與能力而定。

依能力、功勞、努力決定薪資。","HR
02-25075685
請透過104人力銀行投遞履歷，工程師類別職務需進行線上考題測試，測試通過後方能安排面試，薪資依線上考題測試之結果及面試結果於面試後告知。
本公司工程師薪資級距落點於年薪65萬至年薪150萬，依能力及產值發放薪資，不視年資。
本職務設定7個工作天回覆",false,0~5,2026-01-28 11:39:20.399479+00
8tfv22026-01-21,軟體工程師(台北)【BU68-FHA03】,敦陽科技股份有限公司,,2026-01-21,https://www.104.com.tw/job/8tfv2?jobsource=joblist_list,active,"1.AML專案、系統建置、維運與執行
2.NG專案管理、維護、執行
3.客製化程式開發、維運
4.主管交辦事項",軟體工程師、系統分析師,"月薪30,000~70,000元取得專屬你的薪水報告",全職,台北市內湖區,不需負擔管理責任,需外派，一年累積時間未定,日班,依公司規定,不限,1人,不拘,大學、碩士,資訊管理相關、資訊工程相關、統計學相關,"英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等
提升英文能力
提升英文能力",,,,,哺乳室、週休二日、家庭照顧假、勞保、健保、陪產假、產假、特別休假、育嬰留停、女性生理假、勞退提撥金、產檢假、就業保險、防疫照顧假、員工體檢、職災保險,員工紅利、三節獎金/禮品、咖啡吧、生活工作諮詢、結婚禮金、生育津貼、社團補助、員工進修補助、旅遊補助、住院慰問金、退職金提撥、交通津貼補助、電信費補助、社團活動、家庭日、內部講師鐘點費、停車位、伙食津貼、員工團體保險,"★薪資獎金制度
1.端午節、中秋節、年終 獎金
2.員工酬勞

★保險及福利制度
1.勞保、健保、團體保險(包含眷屬) 
2.週休二日
3.依勞基法規定休假
4.生日、婚喪喜慶禮金(禮券)
5.不定期國內外旅遊及旅遊補助 
6.男性員工陪產假
7.社團活動
8.員工健康檢查",陳先生/李先生/楊先生,false,0~5,2026-01-28 08:26:03.370585+00
8th5z2026-01-27,【上緯集團】機器人新事業_控制軟體工程師(儲備人才庫),上緯國際投資控股股份有限公司,,2026-01-27,https://www.104.com.tw/job/8th5z?jobsource=joblist_list,active,"*此職缺主要為收集履歷納入公司人才庫，未來依據相關職缺需求進行媒合並主動聯繫*

• - 開發與調校人型機器人的控制演算法
• - 支援步態、手臂、平衡等動作的控制優化
• - 使用 ROS / C++ / Python 進行模組開發
• - 與硬體工程師合作，提升機器人穩定性",自動控制工程師、AI工程師、系統工程師,待遇面議,全職,台北市內湖區(新事業辦公室),不需負擔管理責任,需出差，一年累積時間約三個月以下,日班,週休二日,不限,2人,不拘,大學,電機電子工程相關、電機電子維護相關,"英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等
提升英文能力
提升英文能力",,Robot、C++、Python,,"• - 熟悉 ROS、機器人運動控制、逆運動學
• - 能開發 C++/Python 程式
• - 具人形機器人或移動機器人研究/專案經驗佳

須配合出差至南投組裝廠",哺乳室、週休二日、家庭照顧假、勞保、健保、陪產假、產假、特別休假、育嬰留停、女性生理假、勞退提撥金、安胎假、產檢假、就業保險、員工體檢、職災保險,員工紅利、員工配股、年終獎金、三節獎金/禮品、專業證照獎金、員工餐廳、結婚禮金、生育津貼、社團補助、員工進修補助、旅遊補助、住院慰問金、急難補助、國內旅遊、國外旅遊、部門聚餐、員工停車位、伙食津貼、員工團體保險,"【薪資與獎金】 
☆固定薪資：12個月。
☆固定年終：1個月。
☆績效分紅：公司每年稅後盈餘的7.5%提撥作為績效分紅，並依個人績效表現發放獎金。
☆年度調薪制度
☆各式專案 / 激勵獎金：公司設計多項制度，激勵員工勇於表現，不定期獎勵優秀及特殊貢獻的員工。

【福利委員會】 
 1. 節慶禮金
 2. 生日禮金 
 3. 勞動節禮金
 4. 婚喪喜慶禮金

【管理制度】
 1. 彈性上下班時段 (07:30~16:30、08:00~17:00、08:30~17:30、09:00~18:00)
 2. 舒適安全的現場及辦公環境 
 3. 完整管理規章運行
 4. 晉升管道公開

【安心保障】
 1.勞保健保 
 2.退休金提撥 6%
 3.員工團保 
 4.出差旅遊平安險
 5.兩年定期舉行員工健康檢查 、高階健康檢查補助

【其他】
1.高階主管EMBA或同性質管理碩士補助計畫
2.員工餐廳及免費雙主菜午餐(亦可選擇減碳素食)
3.咖啡機、咖啡豆供員工隨時享受現煮咖啡以及南投在地小農手沖咖啡
4.提供進口高級氣泡水機無限量使用
5.提供設備包括自動販賣機、冰箱、微波爐、烘碗機以及飲水機
6.免費員工汽機車停車場(友善電動車充電裝置)
7.友善社交空間設備包括藝廊、生態魚池、空中花園、圖書館、健身房、籃球羽球場","HR
合適者將於3個工作天內主動聯繫，不合適者將不另行通知",false,0~5,2026-01-28 10:50:46.549108+00
8ti3b2026-01-27,Internet軟體工程師,嘉實資訊股份有限公司,,2026-01-27,https://www.104.com.tw/job/8ti3b?jobsource=joblist_list,active,"開發公司自有產品，包含 『XQ 全球贏家』中的金融理財產品前後端服務。

【職務說明】
1. 負責金融資訊產品前/後端程式開發工作。
2. 軟體的分析、設計、程式撰寫與維護、程式重構 (Code Refactoring) …等。
3. 高雄上班。

【必備技術】
1. 熟悉至少一種程式語言，例如 React、C#、JavaScript 等，並具備良好的程式設計習慣。
2. 熟悉 Html、CSS、React、TypeScript等Web前端開發技術。
3. 瞭解 Git 等版本控制工具的使用，熟悉程式碼管理和團隊協作流程。
4. 瞭解UI/UX、自動化部署
5. 無工作經驗可 (歡迎應屆畢業生)。

【加分條件】
1. 瞭解容器化技術、DevOps經驗。
2. 積極參與開源項目或個人 Side Project，例如開發過實用的小工具、應用程式或線上服務等，展現對程式開發的熱情和創造力。
3. 擁有強烈的好奇心，樂於探究問題的本質，並致力於提升程式碼品質和效能。
4. 熱衷於研究和學習新技術，例如新的程式語言、框架或工具，並樂於將其應用於實務工作中。

【 職務特質】
1. 需團隊合作，有良好的協同工作態度與熱情，並具備溝通與組織合作能力。
2. 對軟體開發及技術有高度熱忱，願意不斷學習和成長。


【歡迎無經驗者，應具備條件如下】
1.  限資工系/資管系/電機系/應數系等相關科系，需附大學成績單
2.  需修過物件導向程式設計/資料結構/演算法課程
3.  需附上成績單及程式開發相關作品
4.  至少熟悉一種程式語言 (如 TypeScript、C#、JavaScript..等)
5.  Design Pattern / DDD (加分)
6.  使用過任一版控系統 Git / Mercurial / TFS


【5個你該來嘉實的理由】

◆ 活出「嘉實」，找得值得追求的企業願景 ◆

「嘉」，為善、幸福之意。投資不再讓少數人專美於前，我們矢志打造更便捷並讓分析資料更易取得的投資平台，為每個人及每個家庭找到專屬的理財規劃。

「實」，為實在、不造作之意。嘉實人做七分、講五分，以最真誠負責的態度研發每一項產品，並投入承諾做到最好。


◆ 產品創新，收入穩定成長 ◆

嘉實自創業累積超過20年專業經驗，於近期推出全台第一個自製的量化交易平台。連續10年股東權益報酬率都大於15%，上市櫃公司能達到此一標準者共只有36家；連續16年營收成長，上市櫃公司中能達到此一標準者只有4家。


◆ 以人為善，像家人般傾心相待 ◆

我們彼此信任，對於公司發展、產品規劃資訊從不藏私；我們相互扶持，設有職涯與身心諮詢機制，安排專屬peer與buddy一同學習成長；我們共享喜悅，每年不定期舉辦產品慶功與年節聚會、餐敘，創造和夥伴們的連結與互動。


◆ 友善職場，體驗最自在溫馨的工作環境與企業文化 ◆ 

重視工作與生活間的平衡，制定較彈性的上班工時與較寬鬆且優於勞基法的休假制度，同時備有專屬人體工學椅、豐盛零食與自動咖啡機等等，提供夥伴們適度的休閒空間，療癒身心並補充精力。


◆ 如果你也喜歡投資，就別猶豫了，快來開啟你的斜槓人生 ◆ 

在嘉實，公司開發的產品都能免費使用，每位夥伴都是產品使用者，更是產品的發想者。我們不定時邀請財經專家，舉辦投資講座相互分享切磋，快帶著你對投資理財的熱忱，和對財富自由的嚮往，與一群志同道合的同伴相遇吧!

----------------------------------------------------------------------------

也歡迎至官網了解更多細節: https://www.sysjust.com.tw/。",軟體工程師、Internet程式設計師,待遇面議,全職,高雄市前鎮區中山二路91號22樓之8,不需負擔管理責任,無需出差外派,"日班
09:00~18:30",週休二日,一個月內,不限,不拘,大學、碩士,資訊工程相關、其他數學及電算機科學相關、資訊管理相關,不拘,系統架構規劃、軟體程式設計、網頁語法撰寫、網路程式設計,Git、Python、C#、HTML、JavaScript、CSS、ASP.NET、MS SQL、HTTP,,,,,"員工福利

 ◆ 除法定勞、健保，另有規劃員工及眷屬之團體保險
 ◆ 公費午餐供應吃到飽，員工無需付費
 ◆ 每日提供零食餅乾、咖啡茶飲
 ◆ 精緻優質健康檢查
 ◆ 慶生茶會
 ◆ 聖誕特別企劃
 ◆ 年終尾牙與摸彩
 ◆ 多樣豐富的員工社團


獎金與補助

 ◆ 結婚禮金、生育禮金、育兒津貼、三節禮金
 ◆ 生日禮券、慶生茶會
 ◆ 住院慰問金、重症慰問金、親眷事故慰問金
 ◆ 端午賀節金、中秋賀節金、春節賀節金
 ◆ 員工旅遊、私人旅遊贊助金


休假制度

 ◆ 週休二日
 ◆ 優於勞基法的休假制度，第一年即可享有10天特休
 ◆ 全薪病假
 ◆ 全薪家庭照顧事假
 ◆ 家庭照顧假
 ◆ 產檢假
 ◆ 陪產假
 ◆ 全薪陪產檢假


教育制度


 ◆ 教練式領導文化之創建與導入 
 ◆ 新人導航制度，培育專屬Buddy
 ◆ 經理人與高潛力人才完整訓練
 ◆ 個人職涯發展計畫
 ◆ 培育同儕支持網絡
 ◆ 職涯導師領航機制


公司環境與文化

 ◆ 公司鄰近捷運大坪林站3號出口(步行只要3分鐘)，交通方便
 ◆ 上班時段較彈性
 ◆ 絕佳的辦公環境，茶水間與洗手間全天候維護
 ◆ 書櫃藏書滿滿，開放借閱
 ◆ 零食餅乾多多，天天供應
 ◆ 活潑的工作氣氛，彼此尊重合作，共同激盪成長
 ◆ 持續引進國外金融科技技術，累積創新開發實力","鄭先生
我們收到履歷後，如未符合任用者，本公司將您的資料建檔保存，不另通知。",false,6~10,2026-01-28 08:01:49.255074+00
8ti8a2026-01-23,【台中-擴大徵才】Java軟體工程師【OS】,普鴻資訊股份有限公司,,2026-01-23,https://www.104.com.tw/job/8ti8a?jobsource=joblist_list,active,"熱愛寫程式的你，我們正在等你加入！
如果你對金融科技有興趣，喜歡解決問題並與團隊一起打造實用又高效的系統，我們誠摯邀請你成為我們開發團隊的一員！

⸻

【工作內容 | Responsibilities】
• 參與金融系統開發與維護，根據多元客戶需求快速導入金融產品
• 跨部門合作，協助業務團隊推動專案落地
• 持續優化系統功能與效能，提升使用者體驗
• 對程式開發充滿熱情，將其視為職涯發展的長期目標

⸻

【技能條件 | Skills & Experience】
• 熟悉 Java、Spring MVC、Spring Boot 等主流後端技術
• 具備前端開發經驗，熟悉 JavaScript / Angular / Vue.js / React等框架
• 良好的溝通能力與積極主動的態度，樂於與團隊合作

* 實際派駐地點及使用之技術依照實際說明為準",軟體工程師、全端工程師、後端工程師,待遇面議,全職,台中市西區,不需負擔管理責任,無需出差外派,日班,週休二日,不限,不限,3年以上,大學以上,不拘,不拘,軟體工程系統開發、軟體程式設計,Spring、Java、VueJS、JavaScript、jQuery、Angular、ReactJS,,,哺乳室、週休二日、勞保、健保、陪產假、產假、特別休假、育嬰留停、勞退提撥金、安胎假、產檢假、就業保險、員工體檢,三節獎金/禮品、咖啡吧、生活工作諮詢、結婚禮金、生育津貼、社團補助、員工進修補助、旅遊補助、國內旅遊、部門聚餐、社團活動、員工停車位、電影觀賞、停車位,"◆ 保障年薪
提供保障年薪制度。
◆訓練
公司提供多元的訓練：新進人員訓練、專業的在職訓練及公司內外部教育訓練。
◆禮金
開工紅包、中秋禮金、端午禮金。
◆福委會
生日禮金、幼兒托育津貼、婚喪喜慶津貼、國內外員工旅遊。
◆升遷
順暢的升遷管道以保障優秀員工得以快速進階。
◆保險及退休金
除勞保、健保、退休金提撥外，亦提供團體保險。
◆健康
一年一度定期健康檢查、臨場生活健康諮詢
◆活動
家庭日、每月慶生、員工餐敘餐費補助、尾牙聯歡餐會。
每年至少兩次電影包場活動。
多元社團活動。
◆交通
上班地點近大巨蛋及南京三民捷運站，藍、綠線交會，交通便捷。
◆其他
無限量供應咖啡、茶包。",HR,false,6~10,2026-01-28 12:28:19.308729+00
8tid22026-01-23,資訊室-軟體工程師,長安體系連鎖社區醫院_長安醫院,,2026-01-23,https://www.104.com.tw/job/8tid2?jobsource=joblist_list,active,"【我們提供】
✽端午獎金、中秋獎金、年終獎金 (依全薪計算)
✽生日獎金、結婚獎金、生育獎金、傷病急難補助、喪葬補助
✽員工聚餐補助
✽員工及眷屬醫療費優免、免費員工健檢
✽各類進修補助及完整教育訓練
✽員工社團活動

【我們的工作】
1.醫療資訊系統分析設計及程式開發、測試、維護。
2.使用 Python Django 開發。
3.系統線上問題排除、電話輪值。
4.現有資訊系統維護與更新。

作為醫院的重要後勤人員，我們的行政團隊與臨床單位緊密合作，力求成為支持醫療人員的最佳後盾。誠摯邀請優秀且具企圖心的您，與我們一起開創未來！

★挑戰 | 突破 | 翻轉 | 創新 ，我們正在尋找您★
長安醫院核心價值「醫德、醫術、品質」，我們的團隊主動積極、重視團結合作，鼓勵創新思考，期待您的加入，與我們一起創造醫界新氣象！",軟體工程師,"月薪35,000~50,000元取得專屬你的薪水報告",全職,台中市太平區永平路一段9號,不需負擔管理責任,無需出差外派,"日班
08:30~17:30",週休二日,一個月內,1人,1年以上,大學、碩士,電機電子工程相關、資訊工程相關、資訊管理相關,"英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂
提升英文能力
提升英文能力",電子設備操作簡修、軟體程式設計、結構化程式設計、模組化系統設計、系統整合分析、軟體工程系統開發、系統架構規劃、資料庫程式設計、資料庫軟體應用,Python、Django、PL/SQL,,"1.可獨立作業進行需求訪談、系統分析與設計。
2.熟 SQL Server 語法，具設計資料表與效能最佳化能力。
3.具 3 年以上醫療資訊系統開發實務經驗者佳，並提供佐證資料。
4.有使用 AI 工具輔助開發習慣。
5.熟悉Python Django語法。",哺乳室、員工體檢,年終獎金、三節獎金/禮品、專業證照獎金、咖啡吧、生活工作諮詢、結婚禮金、生育津貼、社團補助、員工進修補助、醫療輔助、部門聚餐、社團活動、員工優惠、特約商店、停車位,"★具競爭力的薪資★
1.依據個人專業能力核薪
2.依個人表現每年調薪，薪資穩定成長
3.具有醫護相關執照另有加給

★回饋獎酬看得見★
1.中秋、端午、年終獎金
2.生日獎金、結婚獎金、生育獎金、傷病急難補助、喪葬補助 
3.簽約獎金
4.全額回饋政府獎勵金

★完善訓練制度★ 
1.eHRD教育訓練線上學習平台，提供豐富課程
2.部分單位一對一導師制度，給員工全方位的訓練及關懷。
3.員工院內外教育訓練公假、公費補助
4. 新進人員、通識及專業課程(學分)教育訓練：長安學院優質講師及課程內容

★合理休假★ 
特休假、家庭照顧假、婚假、喪假、生理假、育嬰留職停薪假等

★充分保障★
提供勞健保、職災保險、團體保險(特定職缺)、意外險、勞工退休金

★貼心健康照顧★ 
1.到職滿一年員工享免費基礎健檢 、滿三年者享免費進階健檢
2.員工及眷屬享本院醫療優待

★舒適工作環境★
1.免費機車位、哺乳室、醫師值班室
2.環境優美、設備新穎、團隊氣氛佳
3.院內咖啡吧餐飲享員工優惠價
4.空中花園休憩空間

★貼心員工福利★ 
1.春節、中秋禮券 
2.部門聚餐補助 
3.年終尾牙及摸彩 
4.五一勞動獎金 
5.特約商店
6.社團活動","長安醫院 人資室
本職務設定7個工作天回覆",false,0~5,2026-01-28 08:01:52.516528+00
8tih22026-01-26,PC 軟體工程師  (台南),正光自動化有限公司,,2026-01-26,https://www.104.com.tw/job/8tih2?jobsource=joblist_bact_n,active,"加分項:
1. Team work / Team leader
2. 具備 自動控制研發相關者
3. 具備 程式撰寫，並懂得軟體測試者
4. 具備 code re-view，並懂得解讀他人程式碼者
5. 具備 Git(小烏龜)應用者
6. 習慣 撰寫相關文件, 流程圖、甘特圖、時序圖...等等，撰寫者
7. 具備 多執行續處理者
8. 具備 MVC/MVP/MVVM設計觀念者
9. 具備 Design pattern觀念者
10. 具備 OOP觀念者
11. 具備 優化使用者操作介面設計(Win Form / WPF)
--------------------------------------------------------
[額外-僅針對MIS相關名額]
12. 具備 C# .Net / PHP / java等網頁設計
13. 具備 資料庫設計 / 連接等存取技術
14. 具備 基本電腦組裝維護與設定
15. 熟悉 網路通訊協議 / VPN設定 / NAS系統維護

應用方向:
1. Debug/Refactoring/Function test(C++/C#為主)之基本知識
2. 通訊(modbus RTU/ USB / TCPIP socket / RESTful API)之整合技術
3. 相關電子產品(PLC / 軸卡 / IO卡 / 儀器設備)之整合技術
--------------------------------------------------------
[額外-僅針對MIS相關名額]
1. Debug/Refactoring/Function test(C# .Net為主)之基本知識
2. 網頁架設與維護
3. 公司內部作業流程功能建置/增設",軟體工程師、演算法工程師、其他資訊專業人員,"月薪35,000~60,000元取得專屬你的薪水報告",全職,台南市安定區安新一路508號,不需負擔管理責任,需出差，一年累積時間約六個月以下,日班,週休二日,不限,不限,1年以上,專科以上,資訊工程相關、電機電子工程相關、其他數學及電算機科學相關,"英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂
中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通
提升語文能力
提升語文能力",系統整合分析、功能測試(function test)、軟體程式設計、流程圖軟體操作、專案管理軟體操作,Git、C#、Visual C++、Visual Studio、Xmind,,"擅長工具
Visual Studio

工作技能
系統整合分析、軟體工程系統開發、功能測試(function test)、問題追蹤處理(Bug tracking)、軟體整合測試、測試環境建置規劃、測試計劃及測試報告書撰寫、軟體程式設計、資料庫系統管理維護、資料庫程式設計、資料庫軟體應用、文書處理軟體操作、流程圖軟體操作、專案管理軟體操作",週休二日、勞保、健保、特別休假、就業保險、職災保險,員工宿舍、零食櫃、咖啡吧、部門聚餐、社團活動、特約商店、下午茶,"【法定項目】
週休二日、勞保、健保

【其他福利】
零食櫃、咖啡吧、部門聚餐

1. 健全的員工培訓制度，積極培育人才，精進員工技能： 　

● 短期計畫：新進人員培訓訓練 　

● 長期計畫：強化個人研發技術 　

● 個人技能提升課程

2. 完整的保險福利措施： 　

● 勞工保險 　

● 勞工退休金 　

● 全民健康保險

3. 完善的獎勵、獎金配置　

●接案獎金：依案件進度發放

●年終獎金：依年度收益發放


4. 貼心的福利項目： 　

● 部門快樂聚餐派對、尾牙歡樂餐會 　

● 新鮮研磨咖啡","HR
本職務設定3個工作天回覆",false,0~5,2026-01-28 09:02:29.933515+00
8tihf2026-01-28,資訊/軟體工程師,睿士科技股份有限公司,,2026-01-28,https://www.104.com.tw/job/8tihf?jobsource=joblist_list,active,"1.根據業務部門現狀完成需求分析、流程設計、方案設計
2.推動JDE系統(生產/分銷/財務)/WMS/MES/OA等系統在亞洲工廠和辦公室的實施、培訓和應用
3.及時診斷問題，提出解決方案並能夠有效的溝通解決
4.與總部溝通協調資源支撐本地需求
5.業務優化升級專案管理及需求實現
6.公司安排的相關專案和工作推進",軟體工程師、商業分析師、MES工程師,"月薪50,000元以上取得專屬你的薪水報告",全職,桃園市大園區中山北路242號,不需負擔管理責任,需出差，一年累積時間約三個月以下,"日班
08:30~17:00",週休二日,一個月內,1人,3年以上,大學、碩士,商業及管理學科類,"英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通
提升英文能力
提升英文能力",系統整合分析,MES,,"1.Familiar with JDE modules including Order Management, Purchasing, Inventory, Costing, Finance, AR,and AP; able to propose solutions based on business requirements from an end-to-end process perspective.
2.Strong learning ability and willingness to learn new systems such as MES, WMS, and OA.",週休二日、家庭照顧假、勞保、健保、陪產假、產假、特別休假、育嬰留停、女性生理假、勞退提撥金、安胎假、產檢假、就業保險、防疫照顧假、員工體檢、職災保險,年終獎金、三節獎金/禮品、零食櫃、咖啡吧、結婚禮金、生育津貼、員工進修補助、旅遊補助、國內旅遊、國外旅遊、部門聚餐、慶生會、家庭日、員工停車位、內部講師鐘點費、停車位、伙食津貼、員工團體保險,"1.周休二日，完整教育訓練，績效及晉升考核制度
2.員工保險:勞保，健保，團體醫療保險，團體意外險，僱主責任險
3.福委會福利:國內外旅遊補助，三節禮金，婚喪喜慶補助金，生日禮金
4.員工咖啡廳，員工制服，員工停車位，員工體檢
5.家庭照顧假，生理假，托兒津貼等
6.年終獎金，專案獎金，年度尾牙，聚餐活動",蘇小姐,false,0~5,2026-01-28 07:51:16.759948+00
8tixa2026-01-26,軟體工程師(中和),Compuware_肯微科技股份有限公司,,2026-01-26,https://www.104.com.tw/job/8tixa?jobsource=joblist_list,active,"1. 負責軟體之分析、設計以及管理報表撰寫。
2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度。
3. 進行軟體之測試與修改。
4. 規劃、執行與維護量產的產品。
5. 協助研發軟體新技術與新工具。
6. 熟悉.net core
7. 熟悉資料庫串接(Oracle, MSSQL)
8. 熟悉版控工具",軟體工程師、Internet程式設計師、數據分析師／資料分析師,待遇面議,全職,新北市中和區連城路232號5樓,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,1年以上,大學以上,不拘,不拘,軟體程式設計、資料庫程式設計、資料庫軟體應用,C#,,"1. 良好的溝通及團隊合作能力。
2. 願意學習新知、具責任感、能獨立作業。
3. 具備報表製作經驗尤佳",,,"[獎酬制度]
● 年終獎金
● 營運績效獎金
● 研發專利獎金
● 順暢升遷管道

[公司設施與活動]
● 健身設施／哺乳室／員工停車位
● 尾牙旺年會／員工聚餐／員工國內外旅遊／加班供餐
● 多元社團活動（騎馬社／羽球社 / 高爾夫球社…等）
● 附設商店(廠區)/咖啡廳／員工交通車(廠區) / 員工宿舍(廠區)
● 生日、年節禮品
● 結婚、生育、喪葬補助／住院慰問金／社團補助／旅遊補助
● 特約商店

[公司制度與服務]
● 陪產假 / 安胎假／生理假／特休假／婚喪假／育嬰留職停薪假
● 健康諮詢／員工年度健檢
● 差旅諮詢服務／每週銀行代辦服務
● 薪資戶跨行提款與轉帳免手續費

[人才發展]
● 新進人員教育訓練：幫助新進同仁快速融入公司文化
● 管理職能教育訓練：針對各階層主管規劃系列課程，強化管理職能
● 核心職能教育訓練：培育應具備之共通能力及共識
● 外訓課程：補助外部訓練課程，提升員工潛力","蔡先生
本職務設定1個工作天回覆",false,6~10,2026-01-28 09:50:31.877449+00
