ID,主要技能名稱,課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,語言
391,MongoDB,Introduction to NoSQL Databases,4.6,374 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-nosql-databases,Introduction to NoSQL Databases,"Database Management, Data Modeling, Query Languages, Apache Cassandra, Scalability, IBM Cloud, Distributed Computing, Data Manipulation, NoSQL, MongoDB, JSON, Databases, Database Architecture and Administration",,,Starts Feb 17,,,
392,MongoDB,"NoSQL, Big Data, and Spark Foundations",4.5,828 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,"NoSQL, Big Data, and Spark Foundations","Model Evaluation, Extract, Transform, Load, Distributed Computing, Databases, Applied Machine Learning, Machine Learning Algorithms, Data Pipelines, Supervised Learning, Big Data, Machine Learning",Introduction to NoSQL Databases | Introduction to Big Data with Spark and Hadoop | Machine Learning with Apache Spark,,Starts Feb 17,P1M,P1M,en
393,MongoDB,"MEAN Stack Developer: MongoDB, ExpressJS, AngularJS & NodeJS",4.7,161 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/mean-stack-developer-mongodb-expressjs-angularjs-nodejs,"MEAN Stack Developer: MongoDB, ExpressJS, AngularJS & NodeJS","Scalability, Distributed Computing, Authorization (Computing), Database Management, Authentications, Database Development, Web Design and Development, Angular, Javascript and jQuery, API Design",MongoDB: The Complete Guide to NoSQL Database Development | ExpressJS Essentials: Building Modern Web APIs | Angular Fundamentals: Building Responsive Web Apps with Ease | NodeJS Unleashed: Mastering Backend Development,,Starts Feb 17,P4M,P4M,en
394,MongoDB,Web Application Development with JavaScript and MongoDB,4.6,615 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/web-application-development,Web Application Development with JavaScript and MongoDB,"Web Development, MongoDB, Full-Stack Web Development, Data Access, Command-Line Interface, Web Applications, Data Validation, Database Systems, User Accounts, Javascript, Application Frameworks",,,Starts Feb 17,,,
395,MongoDB,Google Cloud Database Engineer,4.7,49K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/google-cloud-database-engineer,Google Cloud Database Engineer,"Database Design, Cloud Deployment, Database Management, Google Cloud Platform, Application Deployment, Dataflow, Cloud Infrastructure, Cloud Computing Architecture, Identity and Access Management, Containerization, Cloud Security, Data Migration, Cloud Management, Database Architecture and Administration",A Tour of Google Cloud Hands-on Labs | Google Cloud Fundamentals: Core Infrastructure | Cloud SQL for MySQL: Qwik Start | Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service | Migrating On-premises MySQL Using a Continuous Database Migration Service Job | Migrate to Cloud SQL for PostgreSQL using Database Migration Service | Connect an App to a Cloud SQL for PostgreSQL Instance | Securing a Cloud SQL for PostgreSQL Instance | Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL | Cloud Spanner - Loading Data and Performing Backups | Cloud Spanner - Defining Schemas and Understanding Query Plans | Deploy a Modern Web App connected to a Cloud Spanner Instance | Enterprise Database Migration | Select a Google Cloud Database for Your Applications,,Starts Feb 17,P1M,P1M,en
396,SQL Server,Microsoft SQL Server,4.6,216 reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-sql-server,"Microsoft SQL Server ","Data Management, SQL, Data Maintenance, Performance Tuning, Database Design, Star Schema, Data Warehousing, Data Integration, Database Management, Databases, Stored Procedure, Data Integrity, Transaction Processing, Database Architecture and Administration","SQL Foundations | Data Manipulation and Transactions in SQL Server | Relational Database Design and Advanced Querying | Indexing, Performance Optimization & Functions in SQL Server | Security, Maintenance & Integration with BI Tools",,Starts Feb 17,P3M,P3M,en
397,SQL Server,SQL: A Practical Introduction for Querying Databases,4.7,689 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases,SQL: A Practical Introduction for Querying Databases,"IBM DB2, Database Systems, SQL, Data Analysis, MySQL, Databases, Database Management, Query Languages, Stored Procedure, Transaction Processing, Relational Databases, Microsoft SQL Servers, Data Manipulation",,,Starts Feb 17,,,
398,SQL Server,Build & Analyze SQL Databases Through Real Projects,0,0 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/build-analyze-sql-database-projects,Build & Analyze SQL Databases Through Real Projects,"SQL, Performance Tuning, Database Design, Database Management, Databases, Data Manipulation, Data Integrity, Database Architecture and Administration",Analyze Employee Databases Using MS SQL Server | Apply MySQL Skills Through a Real-World Database Project | Analyze and Manage HR Databases Using MySQL,,Starts Feb 17,P1M,P1M,en
399,SQL Server,Databases and SQL for Data Science with Python,4.7,23K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sql-data-science,Databases and SQL for Data Science with Python,"SQL, Relational Databases, Stored Procedure, Python Programming, Jupyter, Databases, Query Languages, Pandas (Python Package), Data Manipulation, Transaction Processing, Data Analysis",,,Starts Feb 17,,,
400,SQL Server,Microsoft SQL Server: Performance Tuning Essentials,4.3,10 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-sql-server-performance-tuning-essentials,Microsoft SQL Server: Performance Tuning Essentials,"Network Troubleshooting, Performance Tuning, Operational Databases, Database Management, System Monitoring, Database Development, Stored Procedure, Query Languages, Microsoft SQL Servers, SQL, Database Design",,,Starts Feb 17,,,
401,SQL Server,SQL Foundations,4.6,172 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sql-foundations,SQL Foundations,"Data Transformation, SQL, Database Management, Data Manipulation, Query Languages, Databases, Generative AI, Microsoft SQL Servers, Data Access, Relational Databases, Data Analysis, Transact-SQL",,,Starts Feb 17,,,
402,SQL Server,SQLServer for Beginners: Database Design & CRUD Operations,4.1,23 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/sqlserver-beginners-database-design-crud-operations,SQLServer for Beginners: Database Design & CRUD Operations,,,,,,,en
403,SQL Server,Migrating from Microsoft SQL Server to Amazon RDS,4.7,27 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/aws-migrating-from-microsoft-sql-server-to-amazon-rds,Migrating from Microsoft SQL Server to Amazon RDS,"User Accounts, Data Migration, Amazon Web Services, Database Administration, Database Management, Microsoft SQL Servers",,,Starts Feb 17,,,
404,SQL Server,"Indexing, Performance Optimization & Functions in SQL Server",4.5,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/indexing-performance-optimization-and-functions-in-microsoft-sql-server,"Indexing, Performance Optimization & Functions in SQL Server","SQL, Microsoft SQL Servers, Debugging, System Monitoring, Stored Procedure, Performance Tuning, Transact-SQL, Database Design, Microsoft Copilot, Database Management",,,Starts Feb 17,,,
405,SQL Server,Microsoft Azure SQL,4.6,270 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/microsoft-azure-sql,Microsoft Azure SQL,"Scalability, Data Management, Cloud Deployment, Database Management, Relational Databases, MySQL, Database Systems, SQL, Microsoft Azure, Data Security, NoSQL, Database Administration, PostgreSQL, Databases",,,Starts Feb 17,,,
406,SQL Server,The Complete Guide for SQL with Microsoft SQL Server,0,0 reviews,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-the-complete-guide-for-sql-with-microsoft-sql-server-yxntb,The Complete Guide for SQL with Microsoft SQL Server,,,,Starts Feb 17,,,
407,SQL Server,Microsoft SQL Server Development for Everyone,4.9,7 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-microsoft-sql-server-development-for-everyone-3pojn,Microsoft SQL Server Development for Everyone,"Scripting, Microsoft Development Tools, Stored Procedure, Relational Databases, Query Languages, Database Architecture and Administration, User Accounts, Database Systems, Data Manipulation, Microsoft SQL Servers, Database Design, Authentications, SQL",,,Starts Feb 17,,,
408,Oracle,Oracle Cloud and AI,4.8,41 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/oracle-cloud-and-ai,Oracle Cloud and AI,"Cloud Solutions, Enterprise Resource Planning, Natural Language Processing, Artificial Neural Networks, Application Deployment, Cloud Infrastructure, Large Language Modeling, Deep Learning, Cloud Computing, Cloud Services, Supply Chain Management, Generative AI Agents, Human Capital",Introduction to Oracle Cloud Essentials | Oracle Cloud Infrastructure AI Foundations | Oracle Cloud Infrastructure Generative AI Professional,,Starts Feb 17,P1M,P1M,en
409,Oracle,Oracle SQL Databases,4.6,917 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/oracle-sql-databases,Oracle SQL Databases,"Data Management, Data Modeling, SQL, Database Theory, Database Design, Database Management, Databases, Diagram Design, Stored Procedure, Network Architecture, Transaction Processing, Database Architecture and Administration, Data Storage",Oracle Database Foundations | Oracle Database Platform | Oracle SQL Basics | Oracle SQL Proficiency,,Starts Feb 17,P1M,P1M,en
410,Oracle,Oracle Cloud Infrastructure Foundations,4.7,239 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/oraclecloud-infrastructure-foundations,Oracle Cloud Infrastructure Foundations,"Cloud Computing, Cloud Infrastructure, Cloud Security, Identity and Access Management, Data Storage, Infrastructure As A Service (IaaS), Database Application, Cloud Storage, Virtual Networking, Oracle Databases, Computing Platforms, Oracle Cloud, Cloud Computing Architecture",,,Starts Feb 17,,,
411,Oracle,Introduction to Oracle Cloud Essentials,4.9,15 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-oracle-cloud-essentials,Introduction to Oracle Cloud Essentials,"Software As A Service, Virtual Machines, Virtual Networking, Enterprise Resource Planning, Cloud Applications, Human Resources Software, Cloud Infrastructure, Cloud Security, Oracle Cloud Applications, Supply Chain Management, Cloud Platforms, Customer experience strategy (CX), Cloud Computing, Cloud Solutions, Oracle Cloud",,,Starts Feb 17,,,
412,Oracle,Oracle Database Administration from Zero to Hero,4.6,10 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-oracle-database-administration-from-zero-to-hero,Oracle Database Administration from Zero to Hero,"User Accounts, SQL, Performance Tuning, Patch Management, Database Administration, Database Management, Software Installation, Data Storage Technologies, Data Import/Export, Virtual Environment, Multi-Tenant Cloud Environments, Disaster Recovery, Data Migration, System Configuration, Database Architecture and Administration",Foundations of Oracle Database Administration | Intermediate Oracle Database Administration | Advanced Oracle Database Administration,,Starts Feb 17,P1M,P1M,en
413,Oracle,Oracle Java Foundations,4.6,38 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/oracle-java-foundations,Oracle Java Foundations,"Oracle Cloud, Computer Programming, Integrated Development Environments, Cloud Development, Object Oriented Programming (OOP), Development Environment, Java",,,Starts Feb 17,,,
414,Oracle,Oracle SQL Basics,4.6,334 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/oracle-sql-basics,Oracle SQL Basics,"Database Management, Query Languages, Oracle Databases, Performance Tuning, Database Design, Data Structures, SQL",,,Starts Feb 17,,,
415,Oracle,Oracle APEX: Foundations,4.3,16 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/oracle-apex--foundations,Oracle APEX: Foundations,"Authentications, Cloud Applications, Application Security, UI Components, Web Applications, Oracle Cloud, Database Application, Application Development, Authorization (Computing), Data Import/Export, Oracle Databases",,,Starts Feb 17,,,
416,Oracle,Oracle SQL 21c: Database Design & Query Mastery,4.8,28 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/oracle-sql-21c-database-design-query-mastery,Oracle SQL 21c: Database Design & Query Mastery,"Data Structures, SQL, Performance Tuning, Database Design, Data Integration, Database Management, Databases, Data Manipulation, Case Studies, Pivot Tables And Charts, Analytics, Data Analysis, Business Intelligence, Data Transformation","Master Oracle SQL Developer for Databases & Tables | Mastering Oracle SQL Functions with SQL Developer | Oracle SQL 21c Mastery: Apply, Analyze & Manage Data",,Starts Feb 17,P1M,P1M,en
417,Oracle,SQL: A Practical Introduction for Querying Databases,4.7,689 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases,SQL: A Practical Introduction for Querying Databases,"IBM DB2, Database Systems, SQL, Data Analysis, MySQL, Databases, Database Management, Query Languages, Stored Procedure, Transaction Processing, Relational Databases, Microsoft SQL Servers, Data Manipulation",,,Starts Feb 17,,,
418,Oracle,Oracle DBA 21c: Master Database Administration,0,0 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/oracle-dba-21c-master-database-administration,Oracle DBA 21c: Master Database Administration,"Data Management, User Accounts, SQL, Performance Tuning, Patch Management, Database Design, Database Administration, Database Management, Data Storage Technologies, Stored Procedure, Data Import/Export, Data Integrity, Disaster Recovery, Database Architecture and Administration, Data Storage","Oracle DBA 21c: Design, Manage & Secure Databases | Oracle DBA Training: Architecture, SQL & User Admin | Oracle DBA Mastery: Backup, Recovery & Data Movement",,Starts Feb 17,P1M,P1M,en
419,Oracle,Planning & Control with Oracle Primavera PPM Professional,4.7,107 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-planning-and-control-with-oracle-primevera-p6-ppm-professional,Planning & Control with Oracle Primavera PPM Professional,"Budget Management, Project Controls, Earned Value Management, Process Improvement and Optimization, Data Import/Export, Cost Management, Project Planning, Configuration Management, Performance Reporting, System Configuration, Data Visualization",Oracle Primavera P6 – Project Setup and Basic Management | Advanced Scheduling and Project Optimization in Primavera P6 | Advanced Resource and Enterprise Management in Primavera P6,,Starts Feb 17,P1M,P1M,en
420,Leadership,Boost Your Leadership Impact,4.9,14 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/boost-your-leadership-impact,Boost Your Leadership Impact,"Professional Networking, Negotiation, Trustworthiness, Presentations, Persuasive Communication, Constructive Feedback, Public Speaking, Overcoming Objections, Influencing, Communication Strategies, Team Building, Conflict Management, Diversity and Inclusion, Leadership, Delegation Skills, Data Storytelling, Leadership Development, Emotional Intelligence, Verbal Communication Skills, Team Leadership",Lead with Confidence | Navigate Conflict and Deliver Feedback | Communicate with Polish | Build Your Influence,,Starts Feb 17,P1M,P1M,en
421,Leadership,Strategic Leadership and Management,4.8,10K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/strategic-leadership,Strategic Leadership and Management,"Strategic Thinking, Negotiation, Organizational Change, Corporate Strategy, Organizational Structure, Business Ethics, Business Strategies, Business Strategy, Stakeholder Management, Drive Engagement, Team Management, Safety Culture, Conflict Management, Organizational Leadership, Leadership, Organizational Strategy, Strategic Leadership, Change Management, Leadership Development, Team Leadership",Leading Teams: Developing as a Leader | Leading Teams: Building Effective Team Cultures | Designing the Organization | Managing the Organization | Business Strategy | Corporate Strategy | Strategic Leadership and Management Capstone,,Starts Feb 17,P2M,P2M,en
422,Leadership,Leadership Skills,4.8,2.1K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/leadershipskills,Leadership Skills,"Emotional Intelligence, Change Management, Organizational Change, Business Ethics, Strategic Leadership, Leadership, Initiative and Leadership, Empowerment, Ethical Standards And Conduct, Self-Awareness, Communication Strategies, Influencing, Mindfulness, Business Leadership, Decision Making, Organizational Leadership, Leadership and Management, Team Leadership, Culture Transformation, Personal Development",,,Starts Feb 17,,,
423,Leadership,Leading People and Teams,4.7,12K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/leading-teams,Leading People and Teams,"Interviewing Skills, Smart Goals, Visionary, Persuasive Communication, Employee Coaching, Team Performance Management, Influencing, Talent Management, Team Building, Team Management, Conflict Management, Team Motivation, Leadership, Goal Setting, Teamwork, People Development, Employee Onboarding, Talent Pipelining, Team Leadership, Business Leadership",Inspiring and Motivating Individuals | Managing Talent | Influencing People | Leading Teams | Leading People and Teams Capstone,,Starts Feb 17,P1M,P1M,en
424,Leadership,Connected Leadership,4.8,776 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/connected-leadership,Connected Leadership,"Action Oriented, Leadership, Team Leadership, Strategic Leadership, Goal Setting, Communication, Self-Awareness, Personal Development, Emotional Intelligence, Prioritization, Systems Thinking, Planning, Visionary, Leadership and Management, Team Building, Team Management, Time Management",,,Starts Feb 17,,,
425,Leadership,Emotional Intelligence in Leadership,4.8,195 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/emotional-intelligence-in-leadership-1,Emotional Intelligence in Leadership,"Stress Management, Adaptability, Self-Awareness, Empathy, Relationship Building, Emotional Intelligence, Professional Development, Conflict Management, Personal Development, Leadership Development, Leadership, Team Management, Active Listening, Communication",,,Starts Feb 17,,,
426,Leadership,Organizational Leadership,4.7,5.4K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/organizational-leadership,Organizational Leadership,"Negotiation, Strategic Communication, Persuasive Communication, Crisis Management, Innovation, Influencing, Marketing, Collaboration, Resource Allocation, Motivational Skills, Organizational Leadership, Ideation, Leadership, Design Thinking, Teamwork, Human Centered Design, Marketing Strategies, Data-Driven Decision-Making, Team Leadership, Corporate Communications","High Performance Collaboration: Leadership, Teamwork, and Negotiation | Leadership Communication for Maximum Impact: Storytelling | Leadership Through Social Influence | Leadership Through Marketing | Leadership Through Design Innovation | Organizational Leadership Capstone",,Starts Feb 17,P1M,P1M,en
427,Leadership,Effective Leadership: Master Management Styles,4.8,128 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/effective-leadership-master-management-styles,Effective Leadership: Master Management Styles,"Leadership and Management, Self-Awareness, Employee Engagement, Leadership, Cognitive flexibility, Leadership Development, Adaptability, Team Leadership, People Management, Change Management, Business Leadership, Performance Management, Emotional Intelligence, Team Management, Coaching",,,Starts Feb 17,,,
428,Leadership,Leadership,4.8,142 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/leaders,Leadership,"Project Management, Team Leadership, Emotional Intelligence, Trustworthiness, Decision Making, Leadership and Management, Ethical Standards And Conduct, Business Communication, Leadership, Business Ethics, Business Leadership, Project Management Life Cycle, Self-Awareness, Waterfall Methodology, Empathy & Emotional Intelligence, Organizational Leadership",,,Starts Feb 17,,,
429,Leadership,Agile Approaches for Modern Leadership,4.7,120 reviews,Intermediate · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/agile-approaches-modern-leadership,Agile Approaches for Modern Leadership,"Strategic Thinking, Visionary, Agile Methodology, Innovation, Organizational Change, Corporate Strategy, Team Building, Team Management, Organizational Leadership, Strategic Decision-Making, Team Motivation, Organizational Strategy, Strategic Leadership, Change Management, Leadership Development, Cognitive flexibility, Culture Transformation, Team Leadership, Cross-Functional Team Leadership, Business Leadership",Purpose-Driven Leadership for Strategy and Innovation | Building an Agile Culture for Your Organization | Agile Team Leadership,,Starts Feb 17,P1M,P1M,en
430,Leadership,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",4.8,3.4K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/leadership-collaboration,"High Performance Collaboration: Leadership, Teamwork, and Negotiation","Team Building, Goal Setting, Leadership and Management, Organizational Leadership, Emotional Intelligence, Teamwork, People Development, Collaboration, Decision Making, Leadership, Professional Development, Team Management, Leadership Development, Employee Coaching, Personal Development, Negotiation",,,Starts Feb 17,,,
431,Leadership,Leadership and Influencing Skills,4.7,27 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-leadership-and-influencing-skills,Leadership and Influencing Skills,"Organizational Leadership, Communication, People Management, Stakeholder Communications",,,Starts Feb 17,,,
432,Communication,Improving Communication Skills,4.7,2.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-communication-skills,Improving Communication Skills,"Verbal Communication Skills, Non-Verbal Communication, Persuasive Communication, Goal Setting, Interpersonal Communications, Active Listening, Rapport Building, Communication Strategies, Business Communication, Competitive Analysis, Relationship Building, Cooperation, Negotiation, Trustworthiness, Strategic Communication, Communication",,,Starts Feb 17,,,
433,Communication,Effective Communication Skills,4.8,77 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/communication-skill-course,Effective Communication Skills,"Business Communication, Non-Verbal Communication, Communication Strategies, Communication, Adaptability, Active Listening, Emotional Intelligence, Persuasive Communication, Verbal Communication Skills, Teamwork, Public Speaking, Conflict Management",,,Starts Feb 17,,,
434,Communication,Business Communication,4.8,11K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/business-communication,Business Communication,"Staff Management, Grammar, Writing, Business Communication, Business Writing, Constructive Feedback, Business Correspondence, Diversity Awareness, Collaboration, Decision Making, Team Building, Recognizing Others, Conflict Management, Performance Management, Team Motivation, Social Skills, Teamwork, Interpersonal Communications, Organizational Skills, Tactfulness",Business Writing | Giving Helpful Feedback | Teamwork Skills: Communicating Effectively in Groups,,Starts Feb 17,P1M,P1M,en
435,Communication,Improve Your English Communication Skills,4.7,27K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/improve-english,Improve Your English Communication Skills,"Professional Networking, Communication, English Language, Presentations, Writing and Editing, Intercultural Competence, Writing, Business Communication, Business Writing, Sales Presentation, Public Speaking, Cultural Diversity, Business Correspondence, Instagram, Interpersonal Communications, Cultural Sensitivity, Verbal Communication Skills, Vocabulary, Language Learning","Write Professional Emails in English | Speak English Professionally: In Person, Online & On the Phone | Build Your Professional ePortfolio in English | Take Your English Communication Skills to the Next Level",,Starts Feb 17,P1M,P1M,en
436,Communication,Storytelling and influencing: Communicate with impact,4.8,2.5K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/communicate-with-impact,Storytelling and influencing: Communicate with impact,"Discussion Facilitation, Influencing, Persuasive Communication, Team Leadership, Communication Strategies, Communication, Active Listening, Meeting Facilitation, Leadership, Stakeholder Communications, Public Speaking, Storytelling, Interpersonal Communications, Verbal Communication Skills, Strategic Communication, Executive Presence",,,Starts Feb 17,,,
437,Communication,"Effective Communication: Writing, Design, and Presentation",4.8,12K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/effective-business-communication,"Effective Communication: Writing, Design, and Presentation","Presentations, Graphic and Visual Design Software, Design, Graphic and Visual Design, Layout Design, Writing, Business Communication, Business Writing, Public Speaking, Data Presentation, Business Correspondence, Storytelling, Visual Design, Graphic Design, Project Design, Concision, Peer Review, Organizational Skills, Verbal Communication Skills",Business Writing | Graphic Design | Successful Presentation | Effective Communication Capstone Project,,Starts Feb 17,P2M,P2M,en
438,Communication,Authentic Communication With Confidence And Impact,4.7,1.2K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/authentic-communication-with-confidence-and-impact,Authentic Communication With Confidence And Impact,"Strategic Communication, Communication, Personal Attributes, Persuasive Communication, Relationship Building, Public Speaking, Non-Verbal Communication, Target Audience, Communication Strategies, Storytelling, Empathy, Assertiveness, Active Listening, Rapport Building, Self-Awareness, Interpersonal Communications, Oral Expression, Emotional Intelligence, Verbal Communication Skills, Executive Presence",Finding Your Professional Voice: Confidence & Impact | The Authentic Communicator: Building Presence and Trust  | The Impactful Communicator-Creating Connection and Influence,,Starts Feb 17,P1M,P1M,en
439,Communication,Business English Communication Skills,4.7,4.9K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/business-english,Business English Communication Skills,"Professional Networking, Business Planning, Negotiation, English Language, Taking Meeting Minutes, Presentations, Setting Appointments, Persuasive Communication, Business Communication, Event Planning, Business Writing, Sales Presentation, Public Speaking, Business Correspondence, Meeting Facilitation, Data Visualization, Peer Review, Verbal Communication Skills, Proposal Writing",Business English: Networking | Business English: Meetings | Business English: Planning & Negotiating | Business English: Making Presentations | Business English: Capstone Project,,Starts Feb 17,P4M,P4M,en
440,Communication,Corporate Communications,4.6,148 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/corporatecommunications,Corporate Communications,"Strategic Communication, Media Relations, Customer Communications Management, Business Communication, Crisis Management, Employee Retention, Employee Engagement, Diversity Equity and Inclusion Initiatives, Social Media, Target Audience, Drive Engagement, Storytelling, Public Relations, Diversity and Inclusion, Telecommuting, Internal Communications, Interpersonal Communications, Stakeholder Communications, Corporate Communications, Social Media Management",Introduction to Corporate Communications | Internal Communications Framework | External Communications Channels,,Starts Feb 17,P3M,P3M,en
441,Communication,Communication Strategies for a Virtual Age,4.8,4.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/communication-strategies-virtual-age,Communication Strategies for a Virtual Age,"Professional Development, Interpersonal Communications, Team Building, Active Listening, Influencing, Presentations, Verbal Communication Skills, Public Speaking, Collaboration, Virtual Teams, Negotiation, Strategic Communication, Meeting Facilitation, Empathy, Persuasive Communication, Communication, Non-Verbal Communication, Business Communication",,,Starts Feb 17,,,
442,Communication,Active Listening: Enhancing Communication Skills,4.7,622 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/active-listening-enhancing-communication-skills,Active Listening: Enhancing Communication Skills,"Cultural Diversity, Emotional Intelligence, Social Skills, Interpersonal Communications, Conflict Management, Communication, Self-Awareness, Active Listening, Empathy, Relationship Building, Adaptability, Non-Verbal Communication",,,Starts Feb 17,,,
443,Communication,Improve Communication with Genial.ly,4.6,42 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/improve-communication-genially,Improve Communication with Genial.ly,,,,,,,en
444,Problem Solving,Effective Problem-Solving and Decision-Making,4.6,7.6K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/problem-solving,Effective Problem-Solving and Decision-Making,"Team Management, Performance Metric, Organizational Strategy, Open Mindset, Collaboration",,,Starts Feb 17,,,
445,Problem Solving,Solving Problems with Creative and Critical Thinking,4.6,747 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/solving-problems-with-creative-and-critical-thinking,Solving Problems with Creative and Critical Thinking,"Critical Thinking, Personal Development, Root Cause Analysis, Professional Development, Complex Problem Solving, Agile Project Management, Collaboration, Analysis, Creative Thinking, Problem Solving",,,Starts Feb 17,,,
446,Problem Solving,Creative Problem Solving,4.4,2.4K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/creative-problem-solving,Creative Problem Solving,"Growth Mindedness, Resourcefulness, Creative Thinking, Innovation, Cognitive flexibility, Creativity, Motivational Skills, Curiosity, Creative Problem-Solving, Persistence, Brainstorming, Problem Solving, Adaptability",,,Starts Feb 17,,,
447,Problem Solving,Problem Solving with Excel,4.7,5.5K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/excel-analysis,Problem Solving with Excel,"Data Validation, Data Management, Data Analysis, Excel Formulas, Microsoft Excel, Spreadsheet Software, Statistical Analysis, Data Cleansing, Data Analysis Software, Financial Analysis",,,Starts Feb 17,,,
448,Problem Solving,Consulting Approach to Problem Solving,4.8,446 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/consulting-problem-solving,Consulting Approach to Problem Solving,"Project Scoping, Problem Solving, Six Sigma Methodology, Data Collection, Business Consulting, Consulting, Management Consulting, Analytical Skills, Lean Six Sigma, Client Services, Data Analysis, Data Cleansing, Data-Driven Decision-Making, Data Quality, Consultative Approaches, Complex Problem Solving",,,Starts Feb 17,,,
449,Problem Solving,Problem-Solving,4.8,66 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/problemsolving,Problem-Solving,"Root Cause Analysis, Stakeholder Analysis, Problem Solving, Data Collection, Brainstorming, Analytical Skills, Decision Making, Critical Thinking and Problem Solving, Creative Problem-Solving",,,Starts Feb 17,,,
